round,k,threshold,f1,precision,recall
19,3,0.996996996996997,0.9157667386609071,0.9953051643192489,0.848
19,5,0.996996996996997,0.8502581755593803,0.9973082099596231,0.741
19,10,0.996996996996997,0.8174837566450088,0.9985569985569985,0.692
20,1,0.993993993993994,0.9768844221105528,0.9818181818181818,0.972
20,3,0.996996996996997,0.9309245483528161,0.9931972789115646,0.876
20,5,0.996996996996997,0.852233676975945,0.9973190348525469,0.744
20,10,0.996996996996997,0.8251173708920188,0.9985795454545454,0.703
21,1,0.993993993993994,0.98001998001998,0.9790419161676647,0.981
21,3,0.996996996996997,0.9107625743645213,0.9917550058892816,0.842
21,5,0.996996996996997,0.8525714285714285,0.9946666666666667,0.746
21,10,0.996996996996997,0.8216597998822837,0.9985693848354793,0.698
22,1,0.993993993993994,0.9794279979929754,0.9828801611278952,0.976
22,3,0.996996996996997,0.9256286784376672,0.9953970080552359,0.865
22,5,0.996996996996997,0.8509174311926605,0.9973118279569892,0.742
22,10,0.996996996996997,0.8188790560471977,0.9985611510791367,0.694
23,1,0.993993993993994,0.9785749875435974,0.9751737835153923,0.982
23,3,0.996996996996997,0.9285714285714286,0.9942922374429224,0.871
23,5,0.996996996996997,0.8515759312320917,0.9973154362416108,0.743
23,10,0.996996996996997,0.8280701754385965,0.9971830985915493,0.708
24,1,0.993993993993994,0.9805097451274363,0.98001998001998,0.981
24,3,0.996996996996997,0.927427961579509,0.994279176201373,0.869
24,5,0.996996996996997,0.8456221198156681,0.9972826086956522,0.734
24,10,0.996996996996997,0.7913148371531966,0.9969604863221885,0.656
25,1,0.993993993993994,0.97997997997998,0.9809619238476954,0.979
25,3,0.996996996996997,0.8792431830829159,0.9912170639899623,0.79
25,5,0.996996996996997,0.8469505178365938,0.997289972899729,0.736
25,10,0.996996996996997,0.8218694885361552,0.9971469329529244,0.699
26,1,0.993993993993994,0.9814907453726863,0.9819819819819819,0.981
26,3,0.996996996996997,0.9176090468497576,0.9941656942823804,0.852
26,5,0.996996996996997,0.846286701208981,0.9972862957937585,0.735
26,10,0.996996996996997,0.823943661971831,0.9971590909090909,0.702
27,1,0.993993993993994,0.9789368104312939,0.9818913480885312,0.976
27,3,0.996996996996997,0.9098805646036916,0.995249406175772,0.838
27,5,0.996996996996997,0.8449567723342939,0.9972789115646259,0.733
27,10,0.996996996996997,0.8160851567120048,0.9985528219971056,0.69
28,1,0.993993993993994,0.9779116465863453,0.9818548387096774,0.974
28,3,0.996996996996997,0.9198493813878429,0.9953434225844005,0.855
28,5,0.996996996996997,0.8456221198156681,0.9972826086956522,0.734
28,10,0.996996996996997,0.8132780082987552,0.9985443959243085,0.686
29,1,0.993993993993994,0.9773982923154194,0.9818365287588294,0.973
29,3,0.996996996996997,0.9187735341581496,0.9941792782305006,0.854
29,5,0.996996996996997,0.8442906574394463,0.997275204359673,0.732
29,10,0.996996996996997,0.8188790560471977,0.9985611510791367,0.694
30,1,0.993993993993994,0.9790628115653041,0.9761431411530815,0.982
30,3,0.996996996996997,0.923982869379015,0.9942396313364056,0.863
30,5,0.996996996996997,0.8456221198156681,0.9972826086956522,0.734
30,10,0.996996996996997,0.8146832445233866,0.9985486211901307,0.688
31,1,0.993993993993994,0.9820359281437125,0.9800796812749004,0.984
31,3,0.996996996996997,0.9222520107238605,0.9942196531791907,0.86
31,5,0.996996996996997,0.8442906574394463,0.997275204359673,0.732
31,10,0.996996996996997,0.8160851567120048,0.9985528219971056,0.69
32,1,0.993993993993994,0.9805097451274363,0.98001998001998,0.981
32,3,0.996996996996997,0.9169363538295577,0.9953161592505855,0.85
32,5,0.996996996996997,0.8436237738026544,0.9972714870395635,0.731
32,10,0.996996996996997,0.8111638954869359,0.9985380116959064,0.683
33,1,0.993993993993994,0.9780439121756487,0.9760956175298805,0.98
33,3,0.996996996996997,0.9215896885069818,0.9953596287703016,0.858
33,5,0.996996996996997,0.8442906574394463,0.997275204359673,0.732
33,10,0.996996996996997,0.8188790560471977,0.9985611510791367,0.694
34,1,0.993993993993994,0.9790836653386454,0.9751984126984127,0.983
34,3,0.996996996996997,0.9221685453569511,0.9953650057937428,0.859
34,5,0.996996996996997,0.8422876949740035,0.9972640218878249,0.729
34,10,0.996996996996997,0.791792395896198,0.9984779299847792,0.656
35,1,0.993993993993994,0.9769076305220884,0.9808467741935484,0.973
35,3,0.996996996996997,0.9234065345474023,0.994232987312572,0.862
35,5,0.996996996996997,0.8449567723342939,0.9972789115646259,0.733
35,10,0.996996996996997,0.8139810426540285,0.998546511627907,0.687
36,1,0.993993993993994,0.9773982923154194,0.9818365287588294,0.973
36,3,0.996996996996997,0.927427961579509,0.994279176201373,0.869
36,5,0.996996996996997,0.8442906574394463,0.997275204359673,0.732
36,10,0.996996996996997,0.8188790560471977,0.9985611510791367,0.694
37,1,0.993993993993994,0.9764174611138986,0.9798590130916415,0.973
37,3,0.996996996996997,0.8833333333333333,0.99375,0.795
37,5,0.996996996996997,0.8442906574394463,0.997275204359673,0.732
37,10,0.996996996996997,0.7903323262839879,0.9984732824427481,0.654
38,1,0.993993993993994,0.974974974974975,0.9759519038076152,0.974
38,3,0.996996996996997,0.9181916038751345,0.9941724941724942,0.853
38,5,0.996996996996997,0.8429561200923787,0.9972677595628415,0.73
38,10,0.996996996996997,0.8160851567120048,0.9985528219971056,0.69
39,1,0.993993993993994,0.9768844221105528,0.9818181818181818,0.972
39,3,0.996996996996997,0.9164420485175202,0.9941520467836257,0.85
39,5,0.996996996996997,0.8442906574394463,0.997275204359673,0.732
39,10,0.996996996996997,0.8174837566450088,0.9985569985569985,0.692
40,1,0.993993993993994,0.9758551307847082,0.9817813765182186,0.97
40,3,0.996996996996997,0.9181034482758621,0.9953271028037384,0.852
40,5,0.996996996996997,0.8436237738026544,0.9972714870395635,0.731
40,10,0.996996996996997,0.8146832445233866,0.9985486211901307,0.688
41,1,0.993993993993994,0.9779116465863453,0.9818548387096774,0.974
41,3,0.996996996996997,0.9170258620689655,0.9941588785046729,0.851
41,5,0.996996996996997,0.8422876949740035,0.9972640218878249,0.729
41,10,0.996996996996997,0.8139810426540285,0.998546511627907,0.687
42,1,0.993993993993994,0.9768844221105528,0.9818181818181818,0.972
42,3,0.996996996996997,0.8738081884464386,0.9948914431673053,0.779
42,5,0.996996996996997,0.8436237738026544,0.9972714870395635,0.731
42,10,0.996996996996997,0.8174837566450088,0.9985569985569985,0.692
43,1,0.993993993993994,0.9753645047762695,0.980788675429727,0.97
43,3,0.996996996996997,0.8674562887760857,0.9948253557567918,0.769
43,5,0.996996996996997,0.8429561200923787,0.9972677595628415,0.73
43,10,0.996996996996997,0.8202710665880967,0.9985652797704447,0.696
44,1,0.993993993993994,0.9763700351935646,0.9817997977755308,0.971
44,3,0.996996996996997,0.8769574944071589,0.9949238578680203,0.784
44,5,0.996996996996997,0.8429561200923787,0.9972677595628415,0.73
44,10,0.996996996996997,0.8202710665880967,0.9985652797704447,0.696
45,1,0.993993993993994,0.9763700351935646,0.9817997977755308,0.971
45,3,0.996996996996997,0.8769574944071589,0.9949238578680203,0.784
45,5,0.996996996996997,0.8429561200923787,0.9972677595628415,0.73
45,10,0.996996996996997,0.8174837566450088,0.9985569985569985,0.692
46,1,0.993993993993994,0.9763700351935646,0.9817997977755308,0.971
46,3,0.996996996996997,0.8775852431525992,0.9949302915082383,0.785
46,5,0.996996996996997,0.8436237738026544,0.9972714870395635,0.731
46,10,0.996996996996997,0.8167848699763594,0.9985549132947977,0.691
47,1,0.993993993993994,0.9768844221105528,0.9818181818181818,0.972
47,3,0.996996996996997,0.8775852431525992,0.9949302915082383,0.785
47,5,0.996996996996997,0.8442906574394463,0.997275204359673,0.732
47,10,0.996996996996997,0.8188790560471977,0.9985611510791367,0.694
48,1,0.993993993993994,0.9758551307847082,0.9817813765182186,0.97
48,3,0.996996996996997,0.8775852431525992,0.9949302915082383,0.785
48,5,0.996996996996997,0.8442906574394463,0.997275204359673,0.732
48,10,0.996996996996997,0.8188790560471977,0.9985611510791367,0.694
49,1,0.993993993993994,0.9763700351935646,0.9817997977755308,0.971
49,3,0.996996996996997,0.8775852431525992,0.9949302915082383,0.785
49,5,0.996996996996997,0.8442906574394463,0.997275204359673,0.732
49,10,0.996996996996997,0.8188790560471977,0.9985611510791367,0.694
50,1,0.993993993993994,0.9758551307847082,0.9817813765182186,0.97
50,3,0.996996996996997,0.8775852431525992,0.9949302915082383,0.785
50,5,0.996996996996997,0.8442906574394463,0.997275204359673,0.732
50,10,0.996996996996997,0.8195754716981132,0.9985632183908046,0.695
