round,k,threshold,f1,precision,recall
1,1,0.9779779779779779,0.844997407983411,0.8772874058127018,0.815
1,3,0.995995995995996,0.9257552483358935,0.9485834207764953,0.904
1,5,0.995995995995996,0.9158389963408259,0.9594742606790799,0.876
1,10,0.997997997997998,0.9013641133263379,0.9481236203090507,0.859
2,1,0.973973973973974,0.8728854519091348,0.8447146866230122,0.903
2,3,0.991991991991992,0.7403314917127072,0.6114732724902217,0.938
2,5,0.991991991991992,0.8263214670981661,0.8969555035128806,0.766
2,10,0.996996996996997,0.8514851485148515,0.8890097932535365,0.817
3,1,0.978978978978979,0.9095452273863068,0.9090909090909091,0.91
3,3,0.990990990990991,0.9247648902821317,0.9682713347921226,0.885
3,5,0.995995995995996,0.894262683736368,0.8503155996393147,0.943
3,10,0.996996996996997,0.9085396664982315,0.9182839632277835,0.899
4,1,0.973973973973974,0.8988307066598882,0.9141675284384695,0.884
4,3,0.991991991991992,0.8629073978272116,0.8938906752411575,0.834
4,5,0.993993993993994,0.9113924050632911,0.9642857142857143,0.864
4,10,0.995995995995996,0.9016736401673641,0.9451754385964912,0.862
5,1,0.9829829829829829,0.913961875321999,0.9426142401700319,0.887
5,3,0.992992992992993,0.9441056910569106,0.9597107438016529,0.929
5,5,0.993993993993994,0.92125579001544,0.9490986214209968,0.895
5,10,0.995995995995996,0.8671394799054374,0.8224215246636771,0.917
6,1,0.9819819819819819,0.8374187093546773,0.8378378378378378,0.837
6,3,0.991991991991992,0.8961364776718515,0.8992950654582075,0.893
6,5,0.993993993993994,0.9341500765696784,0.954118873826903,0.915
6,10,0.995995995995996,0.9079627714581179,0.9400428265524625,0.878
7,1,0.985985985985986,0.8507734303912647,0.7804674457429048,0.935
7,3,0.993993993993994,0.9529113924050633,0.9651282051282051,0.941
7,5,0.993993993993994,0.9370409233997902,0.9856512141280354,0.893
7,10,0.996996996996997,0.9291005291005291,0.9865168539325843,0.878
8,1,0.9879879879879879,0.926829268292683,0.9047619047619048,0.95
8,3,0.993993993993994,0.9616935483870968,0.9695121951219512,0.954
8,5,0.993993993993994,0.9393305439330544,0.9846491228070176,0.898
8,10,0.996996996996997,0.9433962264150944,0.9911894273127754,0.9
9,1,0.9879879879879879,0.9574036511156186,0.9711934156378601,0.944
9,3,0.993993993993994,0.9603658536585366,0.9762396694214877,0.945
9,5,0.993993993993994,0.9441836202399583,0.9869138495092693,0.905
9,10,0.996996996996997,0.9400630914826499,0.991130820399113,0.894
10,1,0.9879879879879879,0.9651691065118627,0.9745158002038736,0.956
10,3,0.995995995995996,0.9712846347607053,0.9786802030456853,0.964
10,5,0.996996996996997,0.9672466734902764,0.9905660377358491,0.945
10,10,0.996996996996997,0.9433962264150944,0.9911894273127754,0.9
11,1,0.9879879879879879,0.9625126646403243,0.9753593429158111,0.95
11,3,0.995995995995996,0.9748995983935743,0.9788306451612904,0.971
11,5,0.996996996996997,0.926984126984127,0.9842696629213483,0.876
11,10,0.996996996996997,0.9067245119305857,0.990521327014218,0.836
12,1,0.98998998998999,0.9557788944723619,0.9606060606060606,0.951
12,3,0.995995995995996,0.972809667673716,0.9797160243407708,0.966
12,5,0.996996996996997,0.9645608628659477,0.9915522703273495,0.939
12,10,0.996996996996997,0.8995633187772926,0.9903846153846154,0.824
13,1,0.98998998998999,0.9656545545047287,0.9613478691774033,0.97
13,3,0.996996996996997,0.978894472361809,0.9838383838383838,0.974
13,5,0.996996996996997,0.9287991498405951,0.9909297052154195,0.874
13,10,0.996996996996997,0.9013623978201635,0.9904191616766467,0.827
14,1,0.98998998998999,0.9612870789341378,0.9666329625884732,0.956
14,3,0.996996996996997,0.9798792756539235,0.9858299595141701,0.974
14,5,0.996996996996997,0.9693251533742331,0.9916317991631799,0.948
14,10,0.996996996996997,0.9031556039173014,0.9904534606205251,0.83
15,1,0.98998998998999,0.971627675460428,0.9672943508424182,0.976
15,3,0.996996996996997,0.9823321554770318,0.9918450560652395,0.973
15,5,0.996996996996997,0.9350237717908082,0.9910414333706606,0.885
15,10,0.996996996996997,0.9025585193249864,0.9904420549581839,0.829
16,1,0.98998998998999,0.9706028898854011,0.9672293942403177,0.974
16,3,0.993993993993994,0.965623396613648,0.9915700737618546,0.941
16,5,0.996996996996997,0.9693251533742331,0.9916317991631799,0.948
16,10,0.996996996996997,0.9055374592833876,0.9904988123515439,0.834
17,1,0.98998998998999,0.9746394828443561,0.9693372898120672,0.98
17,3,0.996996996996997,0.9848942598187311,0.9918864097363083,0.978
17,5,0.996996996996997,0.975609756097561,0.9917355371900827,0.96
17,10,0.996996996996997,0.9055374592833876,0.9904988123515439,0.834
18,1,0.990990990990991,0.9613313754282917,0.9415148609779482,0.982
18,3,0.993993993993994,0.9698518140010219,0.9916405433646813,0.949
18,5,0.996996996996997,0.9730005094243505,0.9916926272066459,0.955
18,10,0.996996996996997,0.898360655737705,0.9903614457831326,0.822
19,1,0.990990990990991,0.9669788072942336,0.9533527696793003,0.981
19,3,0.993993993993994,0.9693251533742331,0.9916317991631799,0.948
19,5,0.996996996996997,0.9750889679715302,0.9917269906928645,0.959
19,10,0.996996996996997,0.9389473684210526,0.9911111111111112,0.892
20,1,0.990990990990991,0.9626352015732547,0.9468085106382979,0.979
20,3,0.993993993993994,0.9703779366700716,0.9916492693110647,0.95
20,5,0.996996996996997,0.9776876267748479,0.9917695473251029,0.964
20,10,0.996996996996997,0.9478079331941545,0.9912663755458515,0.908
21,1,0.990990990990991,0.9649728663048841,0.952288218111003,0.978
